ID;Apraksts;Vietas tips;Balsu skaits;Atrašanās vieta;RDSD atbildes statuss
3919;"Briesmīgs segums, augstuma izmaiņās, pēk&scaron;ņas bedres, saknes.. vieglāk braukt pa zāli.";Segums (bedres, augstas apmales);3;56.96593886080889, 24.178665876388553;Nav
2888;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.963491103228165, 24.07112002372742;Nav
604;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03763029123874, 24.02241110801697;Nav
503;"Nepiecie&scaron;ams nolīdzināt ietves apmali visā ietves platumā, nevis tikai 80cm platumā, kur nevar samainīties divi cilvēki...";Segums (bedres, augstas apmales);3;56.964587788694935, 24.15050268173218;Nav
6369;"Pārāk &scaron;aura ietve eso&scaron;ajai gājēju un velo plūsmai.";Šaurība, nepārredzamība;3;56.98016308546148, 24.136705398559574;Nav
6985;"Veloceliņ&scaron; apraujas ar asu apmali";Segums (bedres, augstas apmales);3;56.97467360822185, 24.25426278224183;Nav
573;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos";Segums (bedres, augstas apmales);3;56.95976798084478, 24.15180623531342;Nav
3546;"&Scaron;aurs, strauj&scaron; pagrieziens";Šaurība, nepārredzamība;3;56.97949366002191, 24.115660786628727;Nav
987;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.960452384741906, 24.09858584403992;Nav
3549;Augstas apmales;Segums (bedres, augstas apmales);3;56.977298210920615, 24.113772511482242;Nav
6674;"Piedrujas 20, apmales, &scaron;aurība, stabi ietves vidū";Segums (bedres, augstas apmales);3;56.937282908461185, 24.174004196956965;Nav
611;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.04138648887736, 24.03097271919251;Nav
3531;Stabs ietves vidū;Šaurība, nepārredzamība;3;56.954374204325255, 24.143443107604984;Nav
608;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03930267788058, 24.02616620063782;Nav
3300;Augstas apmales;Segums (bedres, augstas apmales);3;56.93820634591741, 24.227524579310796;Nav
613;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.04191471931328, 24.03221189975739;Nav
457;"Augstas apmales Pērnavas ielas ietvei, nepiecie&scaron;ams nolīdzināt 0cm līmenī! ";Segums (bedres, augstas apmales);3;56.95243471102109, 24.15404856204987;Nav
2190;Te varētu izvietot velo novietni/īri tiem kas brauc ar tramvaju un grib (skrej)riteni ņemt līdzi uz centru.;Cits;3;56.9142864117068, 24.140637829598017;Nav
607;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03882694553733, 24.0251898765564;Nav
5502;"&Scaron;aura,  izbraukāta iela pie populāras sabiedriskā transporta pieturas un lielveikala";Šaurība, nepārredzamība;3;56.97425184744898, 24.135621786117554;Nav
3288;"&Scaron;auras, augstas nobrauktuves ar apmalēm ";Segums (bedres, augstas apmales);3;56.95858109642111, 24.233491309306128;Nav
464;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);3;56.949199072257095, 24.15026664733887;Nav
4790;"Barjeras sa&scaron;aurina ietvi, galvenais ceļs uz Spici un Mūzikas internātskolu, stabs ietves vidū pie stūra";Šaurība, nepārredzamība;3;56.93736056981526, 24.025388569571085;Nav
1001;RDSD;Cits;3;56.95397051720294, 24.128390550613403;Nav
979;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.965003058499235, 24.116669297218326;Nav
569;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);3;56.95879107487468, 24.148582220077518;Nav
606;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.03825489121766, 24.023762941360477;Nav
2351;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.950223038949744, 24.1972428560257;Nav
465;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);3;56.94914933601582, 24.15004670619965;Nav
6614;Gunāra stras iela pie MAXIMA;Segums (bedres, augstas apmales);3;56.95841376002474, 24.19125080108643;Nav
2352;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.94419000705828, 24.195424318313602;Nav
2463;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);3;56.94060249426742, 24.215524792671207;Nav
3289;"Vecas &scaron;auras nobrauktuves ar apmalēm ";Segums (bedres, augstas apmales);3;56.95867754085501, 24.233140093753683;Nav
614;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas pārejas platumā!";Segums (bedres, augstas apmales);3;57.04220071939843, 24.032533764839176;Nav
1614;Bīstamas bedres ietves vidū.;Segums (bedres, augstas apmales);3;56.91232339335667, 24.185403585433964;Nav
4948;"Gan velobraucējiem, gan arī gājējiem ļoti sarežģīti dro&scaron;ā veidā &scaron;ķērsot Valmieras ielu, pārvietojoties pa Lienes ielu. Krustojums, kurā ir liela ma&scaron;īnu satiksme un kurā nav nevienas gājēju pārejas vai luksafora. ";Cits;2;56.95165361960281, 24.150180816650394;Nav
461;"Ietve pēk&scaron;ņi pazūd, nav arī iespējas dro&scaron;i &scaron;ķērsot brauktuvi un nokļūt ietvē otrā ielas pusē... ";Segums (bedres, augstas apmales);2;56.94939801655876, 24.154107570648197;Nav
505;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);2;56.96547681135613, 24.15200471878052;Nav
3528;20 cm apmale!!;Segums (bedres, augstas apmales);2;56.947431932158764, 24.127607345581055;Nav
5381;Nepārredzama vieta krastmalā zem Akmens tilta - pārbūvēt tur neko nevar, bet vismaz vajadzētu salikt brīdinājuma zīmes abās pusēs, lai velo braucēji samazina ātrumu un turas labajā ceļa pusē;Šaurība, nepārredzamība;2;56.943435077900936, 24.109695553779606;Nav
6648;Bedres, nav 0 līmenī;Segums (bedres, augstas apmales);2;56.92019744072835, 24.095721244812015;Nav
6199;Aukstas apmales pie gājēju pārejas;Segums (bedres, augstas apmales);2;57.53499409566611, 25.416119098663334;Nav
5335;"Nav iebrauktuves un izbrauktuves uz ,no Rīgas.
Pēc Baltezera sākas sūnuciems";Segums (bedres, augstas apmales);2;57.00257165889972, 24.28414106369019;Nav
572;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);2;56.959019216884194, 24.149896502494816;Nav
2350;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.9493804626925, 24.196813702583317;Nav
1185;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.96738053524218, 24.12878215312958;Nav
6549;Ietves pārtraukums ceļā no parka uz Slokas ielu. ;Segums (bedres, augstas apmales);2;56.94185764176798, 24.083293606527153;Nav
2360;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.93572690331164, 24.195483326911926;Nav
978;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.964774953123325, 24.11662101745606;Nav
530;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. ";Segums (bedres, augstas apmales);2;56.9483067354912, 24.1488128900528;Nav
6371;"Pazūd celiņ&scaron;";Segums (bedres, augstas apmales);2;56.9346147344718, 24.01394605636597;Nav
560;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Un nepiecie&scaron;ams ietves turpinājums.";Segums (bedres, augstas apmales);2;56.9617977574707, 24.150953292846683;Nav
5843;Viestura iela 21, Daugavpils augsta apmale.;Segums (bedres, augstas apmales);2;55.869899529114754, 26.525636315345764;Nav
7395;"Daugavgrīvas ielas (pretī Daugavgrīvas ielas 68A namam) neregulējamā gājēju pāreja ir ļoti bīstama
Divas joslas katrā virzienā. Transportlīdzekļu ātrumi lieli. Velobraucēji un gājēji &scaron;ķērsojot &scaron;o ielas posmu riskē ar dzīvību!!!
Būtu jāizveido dro&scaron;ības saliņa ceļa vidū";Cits;2;56.95552088592571, 24.07209098339081;
566;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos";Segums (bedres, augstas apmales);2;56.95970363453281, 24.15131807327271;Nav
2472;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.93945242731194, 24.21509563922882;Nav
6788;"Nepiecie&scaron;ams l&icirc;dzena klātne uz sliedēm un gājēju pārējas apzīmējumi";Segums (bedres, augstas apmales);2;56.939917725848176, 24.09083962440491;Nav
567;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos";Segums (bedres, augstas apmales);2;56.95982647739563, 24.151253700256348;Nav
2361;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.933417652535034, 24.195606708526615;Nav
5506;"Visos Tvaika ielas virzienos ir vairākas augstas apmales. Pretī DUS ir ļoti &scaron;aura ietve. Ietve pa labi centra virzienā - ar ļoti nekvalitatīvu segumu un nav visā garumā. Arī pa braucamās daļas labo malu braukt nav iespējams, jo asfalts ar viļņiem, nav vienmērīgs.";Segums (bedres, augstas apmales);2;56.99765157893066, 24.11707162857056;Nav
6670;"Ļoti &scaron;aurs ceļ&scaron; ar intensīvu satiksmi. Vai atceraties veloceliņu, kuru RDSD bija uzprojektējis un bija plānots sākt būvēt 2017. gadā, bet kuru &quot;aktīvisti&quot; izbrāķēja un tā arī tika nokavēts termiņ&scaron;? Jā, to pa&scaron;u. Jūs negribat viņu tagad uzbūvēt?";Cits;2;56.984509673152395, 24.03259813785553;Nav
616;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas gājēju ietves platumā!";Segums (bedres, augstas apmales);2;57.04051970774426, 24.03692722320557;Nav
6547;Hanzas un Rūpnīcas ielas krustojums, uz Klusā centra pusi;Segums (bedres, augstas apmales);2;56.96268684670358, 24.10355865955353;Nav
4369;"Ielu apgaismojuma balstam nav nosektas atveres, atbilsto&scaron;i LEK  002. 18.novembra iela pie Daugavgrīvas cietuma(tilts pāri sliedēm).";Cits;2;55.86907181562455, 26.536472439765934;Nav
7393;Asfalta seguma beigās bruģa sākums starpība starp segumiem 5cm;Cits;2;56.95177368335437, 24.09928328538172;
980;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.96436260524598, 24.114936590194706;Nav
3307;"Rusova un Ķī&scaron;ezera ielas krustojums ar augstām apmalēm un nelīdzenu ielas segumu. Problēma parādījās pēc lielveikala izbūves, kad tika izveidota papildu sekcija labajam pagriezienam no Rusova ielas. Streetview redzams segums pirms būvdarbiem.";Segums (bedres, augstas apmales);2;56.98947326163802, 24.165247678702148;Nav
966;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. Apmaļu pazeminā&scaron;ana jāveic visas ietves platumā!";Segums (bedres, augstas apmales);2;56.95889929625846, 24.134881496429447;Nav
4367;"Nav restes lietus ūdens caurulei, orentējo&scaron;i Andreja Pumpura un 18.novembra ielu krustojums.";Cits;2;55.87160606815636, 26.540924906730655;Nav
6487;Apmales;Segums (bedres, augstas apmales);2;56.942886602730056, 24.09536001240683;Nav
570;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);2;56.95853660713947, 24.149134755134586;Nav
6776;"Trūkst gājēju pāreja, lai uzreiz nokļūtu no tilta uz Promen&agrave;di!";Cits;2;56.946969653212165, 24.10338163375855;Nav
531;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);2;56.94848520455303, 24.14878606796265;Nav
6512;"Trūkst gājēju ietve, ma&scaron;īnas neievero CSN, gājēju priek&scaron;roku neievēro, nobloķē ietvi. Virzienā no Liepājas uz tālāko Liepājas ielas pusi";Šaurība, nepārredzamība;2;56.928304011855204, 24.06262278556824;Nav
6616;"Velo ceļ&scaron; ar izdangātu ceļu, bedrēm, tumsu zem tilta";Segums (bedres, augstas apmales);2;56.92407675281588, 24.070208072662357;Nav
5376;"Beidzas asfaltētais ceļa segums, tālākais ceļs gar upi līdz Mūkusalas aplim ir pļavā izbrauktas taku līnijas (bieži vien smil&scaron;ainas vai dubļainas). Tur ir pietieko&scaron;i plata vieta, nekādu krustojumu u.c. &scaron;ķēr&scaron;ļu, lai izveidotu labiekārtotus gan gājēju, gan riteņbraucēju ceļus.";Segums (bedres, augstas apmales);2;56.91695607607133, 24.118938446044925;Nav
6551;Nav normāli nolīdzinātas apmales, krustojums nav regulēts. ;Segums (bedres, augstas apmales);1;56.94411639848033, 24.07587126363069;Nav
563;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.960276897761446, 24.148474931716922;Nav
535;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.95053607458233, 24.153335094451904;Nav
4337;Augstas apmales pie iebraucamā ceļa.;Segums (bedres, augstas apmales);1;55.870745283586174, 26.56018316745758;Nav
5849;Tautas iela 13, Daugavpils augsta apmale.;Segums (bedres, augstas apmales);1;55.87369775533945, 26.541863679885864;Nav
4317;"Tramplīns uz gājēju pārejas(&quot;zebra&quot;) Tukuma ielas un Smil&scaron;u ielas krustojums(Tukuma iela 62).";Segums (bedres, augstas apmales);1;55.88271630159079, 26.546450257301334;Nav
2926;Lielākais Rīgas veloslazds ir velosipēdisti kuri neievēro CSN.;Cits;1;56.95036327401843, 24.132679396898084;Nav
6675;Iebrauktuve teritorijā pie Ezermalas ielas 6 k-3.;Segums (bedres, augstas apmales);1;56.99253700574652, 24.185546636445;Nav
6580;"Neregulēts krustojums, gājēju un velsopēdisti nevar dro&scaron;i &scaron;ķērsot brauktuvi. ";Cits;1;56.95594672326233, 24.118097112514082;Nav
5844;Arodu iela 11, Daugavapils augsta apmale.;Segums (bedres, augstas apmales);1;55.87773033058743, 26.537958383560184;Nav
5847;Kauņas iela 24, Daugavpils nav nobrauktuves pie kāpnēm.;Segums (bedres, augstas apmales);1;55.87360746901077, 26.54205679893494;Nav
6615;"Lielvārdes iela no Biķernieku slimnīcas līdz Bajāru ielai riktīki &scaron;truntīgs celiņ&scaron;";Segums (bedres, augstas apmales);1;56.970199388559706, 24.194254875183105;Nav
6787;Nav ietves;Segums (bedres, augstas apmales);1;56.94219438593168, 24.087631702423096;Nav
5853;Lielā Dārza iela 2, Daugavpils augstas apmales.;Segums (bedres, augstas apmales);1;55.86970990903658, 26.54634296894074;Nav
460;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);1;56.95026984818344, 24.15405929088593;Nav
533;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.Kā arī jānoasfaltē gājēju pāreja, lai nav apaļbruģis.";Segums (bedres, augstas apmales);1;56.94980467881343, 24.151167869567875;Nav
534;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.95034883863204, 24.152482151985172;Nav
7117;Sesku ielā, posmā no Gaismas līdz Nīcgales ielai, augstas apmales pie iebrauktuvēm.;Segums (bedres, augstas apmales);1;56.94468548191067, 24.173870086669925;Nav
571;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos. (Attēls vecs, bet apmales augstas tur ir jau citās vietās...)
";Segums (bedres, augstas apmales);1;56.958051066180445, 24.150111079216003;Nav
6678;3 iebrauktuves pie Viskaļu 25. Augstas apmales.;Segums (bedres, augstas apmales);1;56.988282929928815, 24.18621540075037;Nav
459;"Nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.";Segums (bedres, augstas apmales);1;56.95049804235604, 24.154032468795776;Nav
6638;"Segums ļoti sliktā stāvoklī. Pa ielu &scaron;ajā vietā arī īsti nav labi braukt, jo ļoti intensīva satiksme ar daudz kravas ma&scaron;īnām.";Segums (bedres, augstas apmales);1;56.9661991266486, 24.106793403625492;Nav
7135;"Ļoti nepiecie&scaron;ams normāls veids, kā velosipēdiem, ratiņkrēsliem, gājējiem &scaron;ķēsot tramvaja sliedes ceļā no 13. janvāra ielas pieturu platformas zonas uz Vecrīgu un otrādi. apmales ir pārāk augstas un briģakmeņu segums neiztur kritiku gan sliežu posmā gan uz ceļa pie viesnīcas.";Segums (bedres, augstas apmales);1;56.946094818506076, 24.114019274711612;Nav
4430;"Smil&scaron;u iela 30 augstas apmales.";Segums (bedres, augstas apmales);1;55.87980965161786, 26.541938781738285;Nav
6705;"Valmierasa un Bruņinieku kurstojums, ļoti &scaron;aura ietve, kur jādala ceļ&scaron;, kā arī neredz, kāda ir kustība no otras ielas.";Šaurība, nepārredzamība;1;56.94896794445587, 24.145680069923404;Nav
7603;"Cilvēki vēlas braukt (dzetenā) trajektorijā, bet tur nav pat ietve uztaisīta, bet norādītā (sarkanā) josla ved pa ieli un j&agrave;veic 3 strauji pagriezieni, lai nonāktu uz velo celiņa. Cilvēki parāda priek&scaron;ā kā viņiem vislabāk braukt!";Strauji pagriezieni;1;56.934099613457136, 24.084252119064335;
6647;Kur ir ietve?!????;Segums (bedres, augstas apmales);1;56.928907030552, 24.10057067871094;Nav
5857;Lielā Dārxu iela 4, Daugavpils augstas apmales.;Segums (bedres, augstas apmales);1;55.87010419736654, 26.546879410743717;Nav
532;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.94864319284571, 24.149376153945926;Nav
6677;Iebrauktuve teritorijā Viskaļu iela 31.;Segums (bedres, augstas apmales);1;56.98983187116811, 24.18698787711037;Nav
7533;Augstas apmales ;Segums (bedres, augstas apmales);1;56.94746188728932, 24.113068955484785;
7366;Vesetas un Hanzas ielas krustojumā ietves posms pie PSRS laikā celtās ēkās ir ļoti sliktā stāvoklī. ;Segums (bedres, augstas apmales);1;56.96155500902632, 24.118503928184513;Nav
536;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.95073793728777, 24.153340458869934;Nav
4368;"Nav nobrauktuves priek&scaron; velosopēdistiem, Grodņas un Strādnieku ielas krustojums.";Cits;1;55.87690880258636, 26.55279636383057;Nav
6676;Iebrauktuve teritorijā starp Ezermalas ielu 6 k-1 un Viskaļu ielu 37.;Segums (bedres, augstas apmales);1;56.99213275790842, 24.1879856587002;Nav
7352;"Gustava Zemgala Gatves un Ūnijas ielas krust.:nepiecie&scaron;ams nolīdzināt ietves apmali atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties invalīdi ratiņkrēslos un velosipēdisti nevar pārsist riepu.
Kā arī nav iespējas dro&scaron;i &scaron;ķērsot brauktuvi.";Segums (bedres, augstas apmales);1;56.967734365673984, 24.17028665542603;Nav
7101;Augstas apmales.;Segums (bedres, augstas apmales);1;56.91987536650184, 24.08882260322571;Nav
6649;Nav 0 līmenī;Segums (bedres, augstas apmales);1;56.91999541267481, 24.095141887664795;Nav
561;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.96117479744132, 24.150175452232364;Nav
562;"Nepiecie&scaron;ams nolīdzināt ietves apmales atbilsto&scaron;i RD saisto&scaron;ajiem noteikumiem 0 cm līmenī ar brauktuvi, lai pa to var pārvietoties cilvēki ratiņkrēslos.";Segums (bedres, augstas apmales);1;56.96079750672601, 24.149392247200016;Nav
7605;"VAJAG gājēju pāreju, ma&szlig;īnas neievēro citu priek&scaron;roku, nedod ceļu, nobloķē ietvi.";Cits;1;56.932811779798264, 24.08286809921265;
5855;Liela Dārza iela 6, Daugavpils augstas apmales.;Segums (bedres, augstas apmales);1;55.87036304096378, 26.54731392860413;Nav
